,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,loss,epsilon,tair,action,pmv,qheat,reward,occ
150,150,150,150,40826384.0,0.0,6.697804463243731,17.86868686868687,-3.7327309422946136,0.0,1.0,0.0
151,151,151,151,3099971.25,0.0,6.667874147939995,19.08080808080808,-3.739412756911747,0.0,1.0,0.0
152,152,152,152,12565701.0,0.0,6.637214194531783,19.08080808080808,-3.746316345733327,0.0,1.0,0.0
153,153,153,153,37416812.0,0.0,6.606382753778592,19.08080808080808,-3.753359240845044,0.0,1.0,0.0
154,154,154,154,37772728.0,0.0,6.57561202427225,19.08080808080808,-3.760476542609495,0.0,1.0,0.0
155,155,155,155,55740.203125,0.0,6.54488641331495,19.08080808080808,-3.767618323050832,0.0,1.0,0.0
156,156,156,156,1113228.25,0.0,6.51775071365526,19.08080808080808,-3.7747860116690624,0.0,1.0,0.0
157,157,157,157,10581692.0,0.0,6.494338726549794,19.08080808080808,-3.781284895973189,0.0,1.0,0.0
158,158,158,158,1137364.0,0.0,6.472708089446962,19.08080808080808,-3.7872024526503263,0.0,1.0,0.0
159,159,159,159,62686.34375,0.0,6.451482788157678,19.08080808080808,-3.792778833257866,0.0,1.0,0.0
160,160,160,160,1531256.875,0.0,6.430281629571052,19.08080808080808,-3.7982392207282856,0.0,1.0,0.0
161,161,161,161,30061.921875,0.0,6.4092252077045,19.08080808080808,-3.803655728806669,0.0,1.0,0.0
162,162,162,162,415539.625,0.0,6.387755139359512,19.08080808080808,-3.809012732142436,0.0,1.0,0.0
163,163,163,163,559041.625,0.0,6.366056235178249,19.08080808080808,-3.814432857081408,0.0,1.0,0.0
164,164,164,164,2039951.0,0.0,6.344421224722612,19.08080808080808,-3.819863359625076,0.0,1.0,0.0
165,165,165,165,1677634.5,0.0,6.322973701881407,19.08080808080808,-3.8252624212581097,0.0,1.0,0.0
166,166,166,166,9781236.0,0.0,6.301702413410045,16.707070707070706,-3.8306099731360135,0.0,1.0,0.0
167,167,167,167,62843.296875,0.0,6.280566909642038,16.707070707070706,-3.8359081134933217,0.0,1.0,0.0
168,168,168,168,1912436.625,0.0,6.259360114740943,16.707070707070706,-3.8411624643397424,0.0,1.0,0.0
169,169,169,169,10471915.0,0.0,6.237909106837113,16.707070707070706,-3.8464144116131775,0.0,1.0,0.0
170,170,170,170,50425208.0,0.0,6.216157541846281,16.707070707070706,-3.851644378221061,0.0,1.0,0.0
171,171,171,171,22936110.0,0.0,6.194596365107297,16.707070707070706,-3.85691220006709,0.0,1.0,0.0
172,172,172,172,53220.953125,0.0,6.173273712050909,16.707070707070706,-3.86207535899593,0.0,1.0,0.0
173,173,173,173,29395242.0,0.0,6.152033714204779,16.707070707070706,-3.867221199220827,0.0,1.0,0.0
174,174,174,174,687509.125,0.0,6.137731263115963,16.707070707070706,-3.872315121138164,0.0,1.0,0.0
175,175,175,175,1058211.25,0.0,6.121355625642824,16.707070707070706,-3.876276808889079,0.0,1.0,0.0
176,176,176,176,10484532.0,0.0,6.104212579063381,16.707070707070706,-3.880625443522514,0.0,1.0,0.0
177,177,177,177,40138896.0,0.0,6.08683741950045,18.424242424242426,-3.8849871792540247,0.0,1.0,0.0
178,178,178,178,22418348.0,0.0,6.070265329287768,17.86868686868687,-3.889328931920687,0.0,1.0,0.0
179,179,179,179,1339795.5,0.0,6.038777050356477,17.86868686868687,-3.893475815198528,0.0,1.0,0.0
180,180,180,180,38908700.0,0.0,6.016117227560018,17.86868686868687,-3.899872306603725,0.0,1.0,0.0
181,181,181,181,1378643.875,0.0,6.003771227474214,17.86868686868687,-3.904938590878992,0.0,1.0,0.0
182,182,182,182,1469843.875,0.0,5.996406730636926,17.86868686868687,-3.908352532304816,0.0,1.0,0.0
183,183,183,183,36222340.0,0.0,5.990051091744341,17.86868686868687,-3.910820591538398,0.0,1.0,0.0
184,184,184,184,10528747.0,0.0,5.983762725898004,17.86868686868687,-3.9129841763639774,0.0,1.0,0.0
185,185,185,185,22627020.0,0.0,5.978051895976968,17.86868686868687,-3.915010039731276,0.0,1.0,0.0
186,186,186,186,48462276.0,0.0,7.903039987245333,17.86868686868687,-3.916830475951107,531648.9471198602,1.0,0.2709715680000001
187,187,187,187,139143.109375,0.0,9.082426428628722,20.7979797979798,-3.642569629976781,530852.2687769231,-0.24513664,0.2709715680000001
188,188,188,188,604705.25,0.0,9.960882584615405,20.7979797979798,-3.441202581535012,530369.5061235332,-0.18957604,0.2709715680000001
189,189,189,189,994913.75,0.0,10.60145253404162,20.7979797979798,-3.3015402649364405,529982.1325374643,-0.15112807,0.2709715680000001
190,190,190,190,33518.46875,0.0,11.07624191042414,20.7979797979798,-3.194473235132824,529699.7162322302,-0.12163174,0.2709715680000001
191,191,191,191,25141566.0,0.0,11.42244735150529,20.7979797979798,-3.111818121415557,529499.466083135,-0.09888153,0.2709715680000001
192,192,192,192,2226514.5,0.0,11.97846330325599,20.7979797979798,-3.0483370415875246,510862.7905426371,-0.08142965,0.8129147040000001
193,193,193,193,1692437.0,0.0,12.37032907923776,20.7979797979798,-2.9541692466849176,510053.0714987188,-0.82069405,0.8129147040000001
194,194,194,194,901580.8125,0.0,12.66577048099559,20.7979797979798,-2.881327953019156,509543.9761278136,-0.76046814,0.8129147040000001
195,195,195,195,646105.625,0.0,12.88113142815403,20.7979797979798,-2.823074558983486,509209.6592717376,-0.71247673,0.8129147040000001
196,196,196,196,20020344.0,0.0,13.06033713856533,20.7979797979798,-2.777829878288528,508872.8166423535,-0.67527877,0.8129147040000001
197,197,197,197,10688744.0,0.0,13.22219986853642,20.7979797979798,-2.737825329579355,508597.0850990255,-0.64233743,0.8129147040000001
198,198,198,198,69173.34375,0.0,13.46690650997463,20.7979797979798,-2.701178516602477,490493.7287100695,-0.61220203,1.35485784
199,199,199,199,1432906.5,0.0,13.70281478626256,20.7979797979798,-2.6502189769068574,492142.8710536602,-1.17150036,1.35485784
200,200,200,200,48777480.0,0.0,13.90156364740052,20.7979797979798,-2.6019066109469167,493711.2545415937,-1.1081054,1.35485784
201,201,201,201,35448.125,0.0,14.07162879728179,20.7979797979798,-2.558666800715498,495294.5215250871,-1.05148208,1.35485784
202,202,202,202,10186893.0,0.0,14.23930787895829,20.7979797979798,-2.516780687410636,496879.8607946257,-0.99671144,1.35485784
203,203,203,203,1038459.375,0.0,14.43973796744519,20.7979797979798,-2.4753805102006066,498399.4079749949,-0.94260176,1.35485784
204,204,204,204,3141519.25,0.0,14.6204232749302,20.7979797979798,-2.4345250030448744,499599.4805171074,-0.88914779,1.35485784
205,205,205,205,46744832.0,0.0,14.82145439134712,20.7979797979798,-2.393402414276581,500802.1949475305,-0.83493262,1.35485784
206,206,206,206,21857768.0,0.0,15.01375428215649,20.04040404040404,-2.3511063090886286,501892.7750490524,-0.7791308,1.35485784
207,207,207,207,9903217.0,0.0,15.19010533123006,20.04040404040404,-2.30899942257124,502915.7578011712,-0.72344518,1.35485784
208,208,208,208,8534453.0,0.0,15.35685330471599,20.04040404040404,-2.270613603968942,503918.6769310514,-0.67271658,1.35485784
209,209,209,209,2845747.75,0.0,15.51856828544971,20.04040404040404,-2.2345818362354657,504902.3796684574,-0.62515231,1.35485784
210,210,210,210,729029.8125,0.0,15.63228639846204,20.04040404040404,-2.2018767306000075,511336.5936949245,-0.58207117,1.083886272
211,211,211,211,1194537.0,0.0,15.7427926545565,20.04040404040404,-2.174572435116043,511155.468161814,-0.37033054,1.083886272
212,212,212,212,64334944.0,0.0,15.8627999788389,20.04040404040404,-2.147909616600063,511035.7317892929,-0.34120467,1.083886272
213,213,213,213,43503856.0,0.0,16.00901203315137,20.04040404040404,-2.1133931987566097,510906.0208630653,-0.30364313,1.083886272
214,214,214,214,1583302.75,0.0,16.16430357665287,20.29292929292929,-2.080555425897092,510713.941029867,-0.26788858,1.083886272
215,215,215,215,23469.375,0.0,16.31684718387514,20.7979797979798,-2.046798920927184,510506.6262034755,-0.23106027,1.083886272
216,216,216,216,21415376.0,0.0,16.38778536544497,20.7979797979798,-2.0136210609037466,522224.5303616934,-0.1948401,0.6096860280000002
217,217,217,217,19887.0,0.0,16.4734497274821,20.7979797979798,-1.9923086515297868,522320.2786598508,0.04706563,0.6096860280000002
218,218,218,218,13264478.0,0.0,16.6116423125394,20.7979797979798,-1.969026915194655,522252.1732740393,0.06114049,0.6096860280000002
219,219,219,219,30855792.0,0.0,16.7497354101722,20.7979797979798,-1.940491154525491,522193.7850998765,0.07862348,0.6096860280000002
220,220,220,220,11126607.0,0.0,16.87807075197959,20.7979797979798,-1.9122103144761915,522006.7551370914,0.0959389,0.6096860280000002
221,221,221,221,19027504.0,0.0,17.00231826594414,20.7979797979798,-1.8845661946107133,521837.5241366429,0.11302692,0.6096860280000002
222,222,222,222,157261040.0,0.0,17.13775598245004,20.7979797979798,-1.8576234757516228,513898.6817768891,0.12966506,0.8806575960000002
223,223,223,223,4423108.5,0.0,17.30484775915412,20.7979797979798,-1.8288531398444927,513419.5735574698,0.06801963,0.8806575960000002
224,224,224,224,20163062.0,0.0,17.38818279024813,20.04040404040404,-1.795057178357944,513316.9376780135,0.09838119,0.8806575960000002
225,225,225,225,56945800.0,0.0,17.49943850080581,20.04040404040404,-1.7818369496258724,513021.8976789134,0.11015198,0.8806575960000002
226,226,226,226,2611173.75,0.0,17.61905844521239,20.04040404040404,-1.7516321320012995,512893.2960482895,0.13712088,0.8806575960000002
227,227,227,227,31530384.0,0.0,17.72575220652162,20.04040404040404,-1.7281916319532002,512472.3260713069,0.15792469,0.8806575960000002
228,228,228,228,2779899.0,0.0,17.87643068844061,20.04040404040404,-1.7051198738019258,497735.5872218892,0.17876922,1.35485784
229,229,229,229,10081847.0,0.0,18.01592095495519,20.04040404040404,-1.6754869757337476,496646.3037046306,0.14007061,1.35485784
230,230,230,230,1382663.0,0.0,18.11368167729563,20.04040404040404,-1.6478270528545662,495655.462936698,0.17890748,1.35485784
231,231,231,231,7578529.5,0.0,18.1952962630566,20.04040404040404,-1.6271848771238662,495525.823029203,0.20811324,1.35485784
232,232,232,232,48635156.0,0.0,18.27471828198316,20.04040404040404,-1.6080273971927284,495441.469251193,0.23423096,1.35485784
233,233,233,233,3647723.0,0.0,18.35243031894979,20.04040404040404,-1.5898772274701425,495363.0458106271,0.2589273,1.35485784
234,234,234,234,362309.84375,0.0,18.3957744787445,20.04040404040404,-1.5724633833966477,503755.1607109644,0.28261861,1.083886272
235,235,235,235,11298465.0,0.0,18.43758355917576,20.04040404040404,-1.5601425007036616,503610.2378924515,0.30511842,1.083886272
236,236,236,236,11695295.0,0.0,18.50019838161904,20.04040404040404,-1.5482686378402388,503728.0113813436,0.31816949,1.083886272
237,237,237,237,3331578.5,0.0,18.58220975715257,20.04040404040404,-1.5337213882691163,504189.6689974724,0.33378984,1.083886272
238,238,238,238,1863976.375,0.0,18.67259037371439,20.04040404040404,-1.516304630227341,504528.7867364218,0.35209055,1.083886272
